chrom_5p	bkpos_5p	strand_5p	chrom_3p	bkpos_3p	strand_3p	avg_cn
Group:1155 Translocation:False
chr3	168646817	+	chr3	168646817	-	25

Group:1156 Translocation:True
chr3	168775704	+	chr3	168775704	-	20
chr3	168813340	+	chr12	86480392	-	34
chr12	86480392	+	chr3	168813340	-	36

Group:1157 Translocation:False
chr3	169167961	+	chr3	169167961	-	23
chr3	169180793	+	chr3	169180793	-	23
chr3	169191742	+	chr3	169191742	-	13

Group:1158 Translocation:False
chr3	169427196	+	chr3	169427196	-	19

Group:1159 Translocation:False
chr3	169552167	+	chr3	169552167	-	15
chr3	169594176	+	chr3	169594176	-	28

Group:1160 Translocation:False
chr3	169769250	+	chr3	169769250	-	27
chr3	169771142	+	chr3	169771142	-	27

Group:1161 Translocation:False
chr3	169989288	+	chr3	169989288	-	19

Group:1162 Translocation:False
chr3	170208568	+	chr3	170208568	-	22

Group:1163 Translocation:False
chr3	170319647	+	chr3	170319647	-	24

Group:1164 Translocation:False
chr3	170694698	+	chr3	170694698	-	30

Group:1165 Translocation:False
chr3	171238673	+	chr3	171238673	-	10

Group:1166 Translocation:False
chr3	171586675	+	chr3	171586675	-	26

Group:1167 Translocation:False
chr3	171848580	+	chr3	171848580	-	37
chr3	171908583	+	chr3	171908583	-	16

Group:1168 Translocation:False
chr3	172174932	+	chr3	172174932	-	19
chr3	172174932	+	chr3	172174932	-	19

Group:1169 Translocation:False
chr3	172605146	+	chr3	172605146	-	16
chr3	172691440	+	chr3	172691440	-	17

Group:1170 Translocation:False
chr3	173027973	+	chr3	173027973	-	24

Group:1171 Translocation:False
chr3	173539640	+	chr3	173539640	-	33
chr3	173600592	+	chr3	173600592	-	33

Group:1172 Translocation:False
chr3	174086283	+	chr3	174086283	-	26
chr3	174154936	+	chr3	174154936	-	12
chr3	174201548	+	chr3	174201548	-	30
chr3	174211588	+	chr3	174211588	-	29
chr3	174289957	+	chr3	174289957	-	26
chr3	174308159	+	chr3	174308159	-	20

Group:1173 Translocation:False
chr3	174495686	+	chr3	174495686	-	32
chr3	174533113	+	chr3	174533113	-	25

Group:1174 Translocation:False
chr3	174692942	+	chr3	174692942	-	30
chr3	174762375	+	chr3	174762375	-	22
chr3	174787604	+	chr3	174787604	-	11

Group:1175 Translocation:False
chr3	175013063	+	chr3	175013063	-	29

Group:1176 Translocation:False
chr3	175132305	+	chr3	175132305	-	19
chr3	175181718	+	chr3	175181718	-	27

Group:1177 Translocation:False
chr3	175296092	+	chr3	175296092	-	25
chr3	175382586	+	chr3	175382586	-	13

Group:1178 Translocation:False
chr3	175670512	+	chr3	175670512	-	15

Group:1179 Translocation:False
chr3	175956155	+	chr3	175956155	-	21
chr3	175960181	+	chr3	175960181	-	23
chr3	176025992	+	chr3	176025992	-	27

Group:1180 Translocation:False
chr3	176223141	+	chr3	176223141	-	18
chr3	176223141	+	chr3	176223141	-	18
chr3	176233747	+	chr3	176233747	-	10
chr3	176223522	+	chr3	176223522	-	18

Group:1181 Translocation:False
chr3	176373529	+	chr3	176373529	-	35
chr3	176425230	+	chr3	176425230	-	21
chr3	176432798	+	chr3	176432798	-	23

Group:1182 Translocation:False
chr3	176605284	+	chr3	176605284	-	36

Group:1183 Translocation:False
chr3	176752628	+	chr3	176752628	-	26

Group:1184 Translocation:False
chr3	176857891	+	chr3	176857891	-	18

Group:1185 Translocation:False
chr3	176965985	+	chr3	176965985	-	29
chr3	177055550	+	chr3	177055550	-	15
chr3	177146589	+	chr3	177146589	-	37
chr3	177195443	+	chr3	177195443	-	16
chr3	177225165	+	chr3	177225165	-	16
chr3	177272376	+	chr3	177272376	-	22

Group:1186 Translocation:False
chr3	177969237	+	chr3	177969237	-	34

Group:1187 Translocation:False
chr3	178393248	+	chr3	178393248	-	20

Group:1188 Translocation:False
chr3	178760442	+	chr3	178760442	-	20
chr3	178765636	+	chr3	178765636	-	23
chr3	178817218	+	chr3	178817218	-	22

Group:1189 Translocation:False
chr3	179468035	+	chr3	179468035	-	21

Group:1190 Translocation:False
chr3	180766308	+	chr3	180766308	-	23

Group:1191 Translocation:False
chr3	181392123	+	chr3	181392123	-	27
chr3	181475038	+	chr3	181475038	-	22

Group:1192 Translocation:False
chr3	181773033	+	chr3	181773033	-	24
chr3	181820199	+	chr3	181820199	-	19

Group:1193 Translocation:False
chr3	182018937	+	chr3	182018937	-	27

Group:1194 Translocation:False
chr3	182153133	+	chr3	182153133	-	25

Group:1195 Translocation:False
chr3	182402357	+	chr3	182402357	-	25

Group:1196 Translocation:False
chr3	182581206	+	chr3	182581206	-	24
chr3	182653527	+	chr3	182653527	-	16
chr3	182653629	+	chr3	182653629	-	17
chr3	182727477	+	chr3	182727477	-	25

Group:1197 Translocation:False
chr3	183017811	+	chr3	183017811	-	24
chr3	183017819	+	chr3	183017819	-	23

Group:1198 Translocation:False
chr3	183171843	+	chr3	183171843	-	28
chr3	183171884	+	chr3	183171884	-	28
chr3	183228028	+	chr3	183228028	-	16
chr3	183175991	+	chr3	183175991	-	22
chr3	183314939	+	chr3	183314939	-	30

Group:1199 Translocation:False
chr3	183449674	+	chr3	183449674	-	21
chr3	183473034	+	chr3	183473034	-	18
chr3	183534073	+	chr3	183534073	-	26
chr3	183571487	+	chr3	183571487	-	27
chr3	183618351	+	chr3	183618351	-	24
chr3	183609768	+	chr3	183609768	-	25
chr3	183661084	+	chr3	183661084	-	22
chr3	183684960	+	chr3	183684960	-	23
chr3	183674285	+	chr3	183674285	-	22
chr3	183712214	+	chr3	183712214	-	25

Group:1200 Translocation:False
chr3	183870210	+	chr3	183870210	-	17

Group:1201 Translocation:False
chr3	184025029	+	chr3	184025029	-	32

Group:1202 Translocation:False
chr3	184408715	+	chr3	184408715	-	22
chr3	184438921	+	chr3	184438921	-	19
chr3	184502647	+	chr3	184502647	-	19
chr3	184439097	+	chr3	184439097	-	22
chr3	184544512	+	chr3	184544512	-	11
chr3	184617415	+	chr3	184617415	-	19
chr3	184642850	+	chr3	184642850	-	32
chr3	184628176	+	chr3	184628176	-	23
chr3	184713008	+	chr3	184713008	-	12

Group:1203 Translocation:False
chr3	184895614	+	chr3	184895614	-	25
chr3	184895620	+	chr3	184895620	-	25
chr3	184984194	+	chr3	184984194	-	36
chr3	185045173	+	chr3	185045173	-	24

Group:1204 Translocation:False
chr3	185399648	+	chr3	185399648	-	23
chr3	185454826	+	chr3	185454826	-	18
chr3	185483711	+	chr3	185483711	-	21
chr3	185455594	+	chr3	185455594	-	17
chr3	185538737	+	chr3	185538737	-	21

Group:1205 Translocation:False
chr3	185800724	+	chr3	185800724	-	22

Group:1206 Translocation:False
chr3	185968008	+	chr3	185968008	-	22

Group:1207 Translocation:False
chr3	186223010	+	chr3	186223010	-	32

Group:1208 Translocation:False
chr3	186355223	+	chr3	186355223	-	21

Group:1209 Translocation:False
chr3	186597664	+	chr3	186597664	-	22
chr3	186654334	+	chr3	186654334	-	14
chr3	186714218	+	chr3	186714218	-	26

Group:1210 Translocation:False
chr3	186873933	+	chr3	186873933	-	20
chr3	186931183	+	chr3	186931183	-	33
chr3	186982853	+	chr3	186982853	-	14

Group:1211 Translocation:False
chr3	187412339	+	chr3	187412339	-	23

Group:1212 Translocation:False
chr3	187778494	+	chr3	187778494	-	28

Group:1213 Translocation:False
chr3	187917435	+	chr3	187917435	-	20

Group:1214 Translocation:False
chr3	188146228	+	chr3	188146228	-	28
chr3	188180810	+	chr3	188180810	-	15
chr3	188250726	+	chr3	188250726	-	20

Group:1215 Translocation:False
chr3	188448371	+	chr3	188448371	-	34
chr3	188495064	+	chr3	188495064	-	28

Group:1216 Translocation:False
chr3	188636933	+	chr3	188636933	-	29

Group:1217 Translocation:False
chr3	188881139	+	chr3	188881139	-	17

Group:1218 Translocation:False
chr3	189152636	+	chr3	189152636	-	22
chr3	189165423	+	chr3	189165423	-	28
chr3	189206012	+	chr3	189206012	-	25

Group:1219 Translocation:False
chr3	189371481	+	chr3	189371481	-	26

Group:1220 Translocation:False
chr3	190380240	+	chr3	190380240	-	34
chr3	190473530	+	chr3	190473530	-	30

Group:1221 Translocation:False
chr3	190813219	+	chr3	190813219	-	21
chr3	190856331	+	chr3	190856331	-	21

Group:1222 Translocation:False
chr3	191281670	+	chr3	191281670	-	27

Group:1223 Translocation:False
chr3	191390411	+	chr3	191390411	-	15
chr3	191463022	+	chr3	191463022	-	22
chr3	191463080	+	chr3	191463080	-	22

Group:1224 Translocation:False
chr3	191605105	+	chr3	191605105	-	22

Group:1225 Translocation:False
chr3	191852992	+	chr3	191852992	-	28

Group:1226 Translocation:False
chr3	192158654	+	chr3	192158654	-	29

Group:1227 Translocation:False
chr3	192327576	+	chr3	192327576	-	17
chr3	192341912	+	chr3	192341912	-	21

Group:1228 Translocation:False
chr3	192691817	+	chr3	192691817	-	29

Group:1229 Translocation:False
chr3	193362761	+	chr3	193362761	-	20

Group:1230 Translocation:False
chr3	193531340	+	chr3	193531340	-	42
chr3	193541248	+	chr3	193541248	-	30
chr3	193636369	+	chr3	193636369	-	27

Group:1231 Translocation:False
chr3	194083585	+	chr3	194083585	-	26

Group:1232 Translocation:False
chr3	194216963	+	chr3	194216963	-	19
chr3	194275737	+	chr3	194275737	-	26
chr3	194275737	+	chr3	194275737	-	26
chr3	194324950	+	chr3	194324950	-	26
chr3	194324694	+	chr3	194324694	-	27
chr3	194375455	+	chr3	194375455	-	28
chr3	194421136	+	chr3	194421136	-	34

Group:1233 Translocation:False
chr3	194527036	+	chr3	194527036	-	22
chr3	194527112	+	chr3	194527112	-	22
chr3	194594153	+	chr3	194594153	-	23
chr3	194645511	+	chr3	194645511	-	25

Group:1234 Translocation:False
chr3	194822565	+	chr3	194822565	-	26
chr3	194844627	+	chr3	194844627	-	33
chr3	194913264	+	chr3	194913264	-	20
chr3	194943685	+	chr3	194943685	-	31
chr3	194929490	+	chr3	194929490	-	27
chr3	194952171	+	chr3	194952171	-	34

Group:1235 Translocation:False
chr3	195055516	+	chr3	195055516	-	14
chr3	195055545	+	chr3	195055545	-	14
chr3	195103342	+	chr3	195103342	-	22
chr3	195059773	+	chr3	195059773	-	20
chr3	195110273	+	chr3	195110273	-	24

Group:1236 Translocation:False
chr3	195474888	+	chr3	195474888	-	17
chr3	195485667	+	chr3	195485667	-	18
chr3	195501254	+	chr3	195501254	-	31
chr3	195488489	+	chr3	195488489	-	22
chr3	195560057	+	chr3	195560057	-	34
chr3	195622264	+	chr3	195622264	-	41
chr3	195644747	+	chr3	195644747	-	35
chr3	195631096	+	chr3	195631096	-	36
chr3	195698195	+	chr3	195698195	-	48
chr3	195713803	+	chr3	195713803	-	41
chr3	195647250	+	chr3	195647250	-	38
chr3	195717062	+	chr3	195717062	-	42
chr3	195702746	+	chr3	195702746	-	54
chr3	195750379	+	chr3	195750379	-	21
chr3	195760469	+	chr3	195760469	-	18
chr3	195767530	+	chr3	195767530	-	18
chr3	195781583	+	chr3	195781583	-	19
chr3	195759918	+	chr3	195759918	-	19
chr3	195776037	+	chr3	195776037	-	13
chr3	195762749	+	chr3	195762749	-	21
chr3	195835271	+	chr3	195835271	-	30
chr3	195835896	+	chr3	195835896	-	31

Group:1237 Translocation:False
chr3	196000903	+	chr3	196000903	-	21
chr3	196002628	+	chr3	196002628	-	23
chr3	196096892	+	chr3	196096892	-	29
chr3	196100162	+	chr3	196100162	-	24
chr3	196028433	+	chr3	196028433	-	19
chr3	196098962	+	chr3	196098962	-	27
chr3	196127112	+	chr3	196127112	-	22
chr3	196164992	+	chr3	196164992	-	21
chr3	196113261	+	chr3	196113261	-	18
chr3	196159525	+	chr3	196159525	-	28
chr3	196249799	+	chr3	196249799	-	27

Group:1238 Translocation:False
chr3	196350595	+	chr3	196350595	-	19
chr3	196401823	+	chr3	196401823	-	23

Group:1239 Translocation:False
chr3	196630635	+	chr3	196630635	-	17
chr3	196634750	+	chr3	196634750	-	22

Group:1240 Translocation:False
chr3	196751695	+	chr3	196751695	-	20
chr3	196762154	+	chr3	196762154	-	23

Group:1241 Translocation:False
chr3	196874213	+	chr3	196874213	-	30
chr3	196948998	+	chr3	196948998	-	20
chr3	196973806	+	chr3	196973806	-	37
chr3	197059633	+	chr3	197059633	-	26

Group:1242 Translocation:False
chr3	197384452	+	chr3	197384452	-	18
chr3	197390601	+	chr3	197390601	-	23
chr3	197455025	+	chr3	197455025	-	22
chr3	197390688	+	chr3	197390688	-	23
chr3	197510599	+	chr3	197510599	-	15
chr3	197542521	+	chr3	197542521	-	18
chr3	197581973	+	chr3	197581973	-	22

Group:1243 Translocation:False
chr3	197727990	+	chr3	197727990	-	20
chr3	197792598	+	chr3	197792598	-	22
chr3	197823075	+	chr3	197823075	-	24
chr3	197847678	+	chr3	197847678	-	26

Group:1244 Translocation:False
chr3	198099738	+	chr3	198099738	-	23
chr3	198122354	+	chr3	198122354	-	30
chr3	198169295	+	chr3	198169295	-	19

Group:1245 Translocation:True
chr1	7634864	-	chr13	83727023	-	24
chr13	83727023	+	chr1	7634864	+	35

Group:1246 Translocation:True
chr1	230625900	-	chr13	108239908	-	34
chr13	108215427	+	chr13	108215427	-	34
chr13	108258665	+	chr13	108258665	-	32
chr13	108239908	+	chr1	230625900	+	27
chr13	108278578	+	chr13	108278578	-	35
chr13	108377380	+	chr13	108377380	-	38
chr13	108454823	+	chr13	108454823	-	27
chr13	108458566	+	chr13	108458566	-	16
chr13	108458538	+	chr13	108458538	-	15
chr13	108528622	+	chr13	108528622	-	35

Group:1247 Translocation:True
chr2	178789850	-	chr13	32802898	-	34
chr13	32802898	+	chr2	178789850	+	30

Group:1248 Translocation:True
chr2	203747118	-	chr13	22392781	+	36
chr13	22392781	-	chr2	203747118	+	47
chr13	22449657	+	chr13	22449657	-	23

Group:1249 Translocation:True
chr4	72414357	-	chr13	80959084	+	27
chr13	80959084	-	chr4	72414357	+	23
chr13	80981243	+	chr13	80981243	-	28

Group:1250 Translocation:True
chr7	57545446	-	chr13	63074883	-	33
chr13	63065156	+	chr13	63065156	-	51
chr13	63074883	+	chr7	57545446	+	64
chr20	26169107	+	chr13	63074888	-	25
chr13	63066996	+	chr13	63066996	-	58
chr13	63074888	+	chr20	26169107	-	57

Group:1251 Translocation:True
chr7	99594203	+	chr13	60284059	+	52
chr13	59431504	+	chr13	60383183	-	26
chr13	60255312	+	chr13	60255312	-	15
chr13	60274450	+	chr13	60274450	-	25
chr13	60383183	+	chr13	59431504	-	26
chr7	140110089	+	chr13	59466705	-	33
chr13	59366842	+	chr13	59366842	-	27
chr13	59466705	+	chr7	140110089	-	35
chr13	60284059	-	chr7	99594203	-	38
chr13	60255330	+	chr13	60255330	-	15
chr13	59428493	+	chr13	59428493	-	25

Group:1252 Translocation:True
chr7	103810103	+	chr13	107401846	+	53
chr13	107401846	-	chr7	103810103	-	31

Group:1253 Translocation:True
chr8	110062081	-	chr13	83375347	+	36
chr13	83375347	-	chr8	110062081	+	37

Group:1254 Translocation:True
chr11	108715037	+	chr13	21153597	+	29
chr13	21153597	-	chr11	108715037	-	28

Group:1255 Translocation:True
chr13	18171978	-	chr21	10492109	-	30
chr13	18196940	+	chr13	18196940	-	16
chr13	18211679	+	chr13	18211679	-	24
chr13	18212711	+	chr13	18212711	-	9
chr13	18234599	+	chr13	18234599	-	26
chr21	10492109	+	chr13	18171978	+	130
chr13	18211679	+	chr13	18211679	-	22
chr13	18213999	+	chr13	18213999	-	13
chr13	18211679	+	chr13	18211679	-	16

Group:1256 Translocation:False
chr13	18339158	+	chr13	18339158	-	3

Group:1257 Translocation:False
chr13	18457194	+	chr13	18457194	-	31

Group:1258 Translocation:False
chr13	18623037	+	chr13	18623037	-	22
chr13	18653027	+	chr13	18653027	-	18
chr13	18691815	+	chr13	18691815	-	30

Group:1259 Translocation:False
chr13	18796420	+	chr13	18796420	-	21
chr13	18882923	+	chr13	18882923	-	19

Group:1260 Translocation:False
chr13	19032019	+	chr13	19032019	-	27
chr13	19038517	+	chr13	19038517	-	30
chr13	19068291	+	chr13	19068291	-	22

Group:1261 Translocation:False
chr13	19232669	+	chr13	19232669	-	41
chr13	19251652	+	chr13	19251652	-	31

Group:1262 Translocation:False
chr13	19353787	+	chr13	19353787	-	20

Group:1263 Translocation:False
chr13	19687668	+	chr13	19687668	-	24
chr13	19779569	+	chr13	19779569	-	32
chr13	19812907	+	chr13	19812907	-	28
chr13	19885942	+	chr13	19885942	-	24

Group:1264 Translocation:False
chr13	20063831	+	chr13	20063831	-	41
chr13	20123480	+	chr13	20123480	-	26

Group:1265 Translocation:False
chr13	20341314	+	chr13	20341314	-	27
chr13	20346960	+	chr13	20346960	-	26
chr13	20347491	+	chr13	20347491	-	27

Group:1266 Translocation:False
chr13	20453396	+	chr13	20453396	-	13
chr13	20462057	+	chr13	20462057	-	17

Group:1267 Translocation:False
chr13	21320625	+	chr13	21320625	-	30
chr13	21325313	+	chr13	21325313	-	23

Group:1268 Translocation:False
chr13	21448226	+	chr13	21448226	-	19

Group:1269 Translocation:False
chr13	21614340	+	chr13	21614340	-	30

Group:1270 Translocation:False
chr13	21725919	+	chr13	21725919	-	20

Group:1271 Translocation:False
chr13	21853336	+	chr13	21853336	-	33
chr13	21853336	+	chr13	21853336	-	33
chr13	21915651	+	chr13	21915651	-	36
chr13	21956210	+	chr13	21956210	-	21
chr13	22021757	+	chr13	22021757	-	22
chr13	22023255	+	chr13	22023255	-	22

Group:1272 Translocation:False
chr13	22673876	+	chr13	22673876	-	33
chr13	22679413	+	chr13	22679413	-	22
chr13	22763433	+	chr13	22763433	-	24
chr13	22859006	+	chr13	22859006	-	30
chr13	22859359	+	chr13	22859359	-	32
chr13	22869279	+	chr13	22869279	-	24
chr13	22868834	+	chr13	22868834	-	23

Group:1273 Translocation:False
chr13	23006720	+	chr13	23006720	-	25
chr13	23060305	+	chr13	23060305	-	21
chr13	23088777	+	chr13	23088777	-	16
chr13	23068595	+	chr13	23068595	-	33
chr13	23120926	+	chr13	23120926	-	18

Group:1274 Translocation:False
chr13	23507834	+	chr13	23507834	-	32
chr13	23507834	+	chr13	23507834	-	32
chr13	23559770	+	chr13	23559770	-	38

Group:1275 Translocation:False
chr13	23971168	+	chr13	23971168	-	24
chr13	24052836	+	chr13	24052836	-	23

Group:1276 Translocation:False
chr13	24189697	+	chr13	24189697	-	27
chr13	24189965	+	chr13	24189965	-	27

Group:1277 Translocation:False
chr13	24356681	+	chr13	24356681	-	41

Group:1278 Translocation:False
chr13	24522905	+	chr13	24522905	-	27
chr13	24525052	+	chr13	24525052	-	31
chr13	24582749	+	chr13	24582749	-	25
chr13	24533894	+	chr13	24533894	-	24
chr13	24624773	+	chr13	24624773	-	22
chr13	24595892	+	chr13	24595892	-	28
chr13	24708963	+	chr13	24708963	-	21
chr13	24737767	+	chr13	24737767	-	27
chr13	24797705	+	chr13	24797705	-	44
chr13	24737795	+	chr13	24737795	-	27

Group:1279 Translocation:False
chr13	24931306	+	chr13	24931306	-	31
chr13	24937862	+	chr13	24937862	-	27
chr13	24988970	+	chr13	24988970	-	25
chr13	24939357	+	chr13	24939357	-	26

Group:1280 Translocation:False
chr13	25146463	+	chr13	25146463	-	31
chr13	25147937	+	chr13	25147937	-	33
chr13	25159112	+	chr13	25159112	-	23
chr13	25159369	+	chr13	25159369	-	24
chr13	25159098	+	chr13	25159098	-	23
chr13	25186882	+	chr13	25186882	-	21
chr13	25159236	+	chr13	25159236	-	24

Group:1281 Translocation:False
chr13	25399980	+	chr13	25399980	-	29
chr13	25465748	+	chr13	25465748	-	23

Group:1282 Translocation:False
chr13	25665586	+	chr13	25665586	-	28
chr13	25678441	+	chr13	25678441	-	32

Group:1283 Translocation:False
chr13	25812490	+	chr13	25812490	-	12
chr13	25878481	+	chr13	25878481	-	35
chr13	25937362	+	chr13	25937362	-	25
chr13	26033328	+	chr13	26033328	-	21

Group:1284 Translocation:False
chr13	26472812	+	chr13	26472812	-	19
chr13	26475396	+	chr13	26475396	-	25

Group:1285 Translocation:False
chr13	26806370	+	chr13	26806370	-	30

Group:1286 Translocation:False
chr13	26913970	+	chr13	26913970	-	29
chr13	26972768	+	chr13	26972768	-	18
chr13	26983039	+	chr13	26983039	-	26
chr13	27063932	+	chr13	27063932	-	9

Group:1287 Translocation:False
chr13	27360124	+	chr13	27360124	-	30
chr13	27370994	+	chr13	27370994	-	33

Group:1288 Translocation:False
chr13	27520744	+	chr13	27520744	-	19
chr13	27520744	+	chr13	27520744	-	19
chr13	27560565	+	chr13	27560565	-	27
chr13	27608797	+	chr13	27608797	-	37
chr13	27533751	+	chr13	27533751	-	22
chr13	27583208	+	chr13	27583208	-	29

Group:1289 Translocation:False
chr13	27935078	+	chr13	27935078	-	24
chr13	27998740	+	chr13	27998740	-	22

Group:1290 Translocation:False
chr13	28412330	+	chr13	28412330	-	33

Group:1291 Translocation:False
chr13	28584809	+	chr13	28584809	-	13

Group:1292 Translocation:False
chr13	28894314	+	chr13	28894314	-	33
chr13	28964739	+	chr13	28964739	-	28
chr13	28990627	+	chr13	28990627	-	30

Group:1293 Translocation:False
chr13	29170116	+	chr13	29170116	-	28
chr13	29244955	+	chr13	29244955	-	36

Group:1294 Translocation:False
chr13	29383252	+	chr13	29383252	-	42

Group:1295 Translocation:False
chr13	29659904	+	chr13	29659904	-	20

Group:1296 Translocation:False
chr13	30329082	+	chr13	30329082	-	22
chr13	30336309	+	chr13	30336309	-	20
chr13	30366944	+	chr13	30366944	-	30

Group:1297 Translocation:False
chr13	30806775	+	chr13	30806775	-	18
